gid,nx,ny,dist_dfs_m
다마6106,62,79,2106.967839359949
다마6107,62,79,1210.327541081865
다마6108,62,79,700.3370883406193
다마6109,62,79,1231.2803571524882
다마6110,62,79,2131.1101798156055
다마6111,62,80,2160.035176680455
다마6112,62,80,1233.4695929220336
다마6113,62,80,614.1192952753798
다마6114,62,80,1110.332284046452
다마6115,62,80,2022.012129825658
다마6116,62,81,2219.45805681763
다마6117,62,81,1269.0040351597204
다마6118,62,81,542.9073738038694
다마6119,62,81,989.5077522736121
다마6120,62,81,1914.027890885746
다마6121,62,82,2284.824239486367
다마6122,62,82,1316.0745034792517
다마6123,62,82,493.64196749452344
다마6124,62,82,869.0872714725314
다마6125,62,82,1807.4686660629209
다마6126,62,83,2355.720346611428
다마6127,62,83,1373.6368838852088
다마6128,62,83,473.64356440330505
다마6129,62,83,749.5319629151708
다마6130,62,83,1702.720793542579
다마6131,62,84,2431.741757607583
다마6132,62,84,1440.5691240737
다마6133,62,84,486.940270234981
다마6134,62,84,631.6504193923768
다마6135,62,84,1600.2667520949794
다마6136,62,85,2512.4999523619504
다마6137,62,85,1515.7592468727748
다마6138,62,85,531.4096144612362
다마6139,62,85,516.9780094001662
다마6140,62,85,1500.7119463990673
다마6141,62,85,2497.3999339165516
다마6142,62,86,1598.1645892068457
다마6143,62,86,600.4925476596856
다마6144,62,86,408.720620222364
다마6145,62,86,1404.818063307519
다마6146,62,86,2404.1578643248913
다마6147,62,87,1686.844376952932
다마6148,62,87,687.0911173893072
다마6149,62,87,314.2363046066576
다마6150,62,87,1313.5428073231606
다마6151,62,87,2313.448715275091
다마6152,62,88,1780.9720392319539
다마6153,62,88,785.6868679349544
다마6154,62,88,250.4921243569392
다마6155,62,88,1228.0833661784798
다마6156,62,88,2225.675448982551
다마6157,62,89,1879.8342830434506
다마6158,62,89,892.5357853590172
다마6159,62,89,243.85102949832162
다마6160,62,89,1149.915875631059
다마6161,62,89,2141.296270362721
다마6162,62,90,1982.8227142784287
다마6163,62,90,1005.2083219461327
다마6164,62,90,298.8337744650764
다마6165,62,90,1080.814266658397
다마6166,62,90,2060.8292829013308
다마6167,62,91,2089.422064197855
다마6168,62,91,1122.130276003494
다마6169,62,91,390.7277188663858
다마6170,62,91,1022.8196049437953
다마6171,62,91,1984.8555963153174
다마6172,62,92,2199.1975479357684
다마6173,62,92,1242.2641621088242
다마6174,62,92,499.9706412112422
다마6175,62,92,978.121176381752
다마6176,62,92,1914.019704522308
다마6177,62,93,2311.782757576355
다마6178,62,93,1364.9097248248424
다마6179,62,93,617.7520502722094
다마6180,62,93,948.8185465670501
다마6181,62,93,1849.0256009595164
다마6182,62,94,2426.868759526478
다마6183,62,94,1489.5821891029996
다마6184,62,94,740.2825272962903
다마6185,62,94,936.5795974435281
다마6186,62,94,1790.626835629015
다마6187,62,95,2544.1946288958493
다마6188,62,95,1615.9376083188274
다마6189,62,95,865.7842677340913
다마6190,62,95,942.2899991682716
다마6191,62,95,1739.6087165823312
다마6192,62,96,2663.5394156302827
다마6193,62,96,1743.726306375178
다마6194,62,96,993.3381319941027
다마6195,62,96,965.8467049186665
다마6196,62,96,1696.7613474884906
다마6197,62,96,2612.4965613871477
다마6198,62,97,1872.7632050312639
다마6199,62,97,1122.4277551021105
다마6200,62,77,2879.582888570272
다마6201,62,78,2612.9204779221704
다마6202,62,78,2005.337210694259
다마6203,62,78,1793.1539903881755
다마6204,62,78,2099.8631236094993
다마6205,62,78,2757.435229075209
다마6206,62,79,2615.2923483520617
다마6207,62,79,1966.0451032346598
다마6208,62,79,1700.2683989762108
다마6209,62,79,1979.0128623031408
다마6210,62,79,2634.781051580076
다마6211,62,80,2624.020574689267
다마6212,62,80,1934.212824008484
다마6213,62,80,1611.4820882421113
다마6214,62,80,1858.109198322703
다마6215,62,80,2511.625980327827
다마6216,62,81,2639.114290100747
다마6217,62,81,1910.3144797370223
다마6218,62,81,1527.6382381872654
다마6219,62,81,1737.2552380265986
다마6220,62,81,2387.976745558846
다마6221,62,82,2660.5369980692426
다마6222,62,82,1894.7525990110164
다마6223,62,82,1449.730217944948
다마6224,62,82,1616.5852894871994
다마6225,62,82,2263.841489934778
다마6226,62,83,2688.208704307374
다마6227,62,83,1887.836321094795
다마6228,62,83,1378.9075068965037
다마6229,62,83,1496.2773305461567
다마6230,62,83,2139.230185659583
다마6231,62,84,2722.0094626459672
다마6232,62,84,1889.7637260451995
다마6233,62,84,1316.4643427826995
다마6234,62,84,1376.5717530736763
다마6235,62,84,2014.15521172088
다마6236,62,85,2761.7840482688453
다마6237,62,85,1900.6107474003636
다마6238,62,85,1263.800339054903
다마6239,62,85,1257.8002150010973
다마6240,62,85,1888.6321676595273
다마6241,62,85,2748.0541385823976
다마6242,62,86,1920.3282865937392
다마6243,62,86,1222.3428217534477
다마6244,62,86,1140.4311550866694
다마6245,62,86,1762.6810446284517
다마6246,62,86,2629.3546186645467
다마6247,62,87,1948.7479074520913
다마6248,62,87,1193.4272740039364
다마6249,62,87,1025.1433606447579
다마6250,62,87,1636.3279504462391
다마6251,62,87,2510.820466092538
다마6252,62,88,1985.595153863331
다마6253,62,88,1178.1470896984633
다마6254,62,88,912.9474327059432
다마6255,62,88,1509.607718847445
다마6256,62,88,2392.5630429987004
다마6257,62,89,2030.5084643184807
다마6258,62,89,1177.2033894403924
다마6259,62,89,805.3887362950279
다마6260,62,89,1382.5679777109897
다마6261,62,89,2274.7169954596134
다마6262,62,90,2083.0611048245137
다마6263,62,90,1190.7986482541903
다마6264,62,90,704.8824546938953
다마6265,62,90,1255.275718392806
다마6266,62,90,2157.4464033754953
다마6267,62,91,2142.783563308858
다마6268,62,91,1218.6111738998043
다마6269,62,91,615.227589693693
다마6270,62,91,1127.8283473504127
다마6271,62,91,2040.9528595864274
다마6272,62,92,2209.1843198413185
다마6273,62,92,1259.8594178105707
다마6274,62,92,542.2141147731509
다마6275,62,92,1000.3732002970058
다마6276,62,92,1925.4861551010215
다마6277,62,93,2281.7676093998507
다마6278,62,93,1313.4315596940714
다마6279,62,93,493.70183379697096
다마6280,62,93,873.1440542021592
다마6281,62,93,1811.3584896653324
다마6282,62,94,2360.047514118178
다마6283,62,94,1378.0375143742235
다마6284,62,94,477.65103700294287
다마6285,62,94,746.5344166729924
다마6286,62,94,1698.9634361588194
다마6287,62,95,2443.55831348945
다마6288,62,95,1452.344750980321
다마6289,62,95,497.62769213215506
다마6290,62,95,621.257888685093
다마6291,62,95,1588.8012489075354
다마6292,62,96,2531.861422875237
다마6293,62,96,1535.0770265926508
다마6294,62,96,550.0915292033189
다마6295,62,96,498.7383115722696
다마6296,62,96,1481.5124421882763
다마6297,62,96,2478.1078122808503
다마6298,62,97,1625.0729039365287
다마6299,62,97,627.2670774186184
다마6300,63,77,3179.3449537916626
다마6301,63,78,2941.06052209665
다마6302,63,78,2454.5245218840255
다마6303,63,78,2323.6919465420947
다마6304,63,78,2602.7673534757528
다마6305,63,78,3185.7889964989454
다마6306,63,79,3064.623969846679
다마6307,63,79,2568.7389685485155
다마6308,63,79,2409.3400964829693
다마6309,63,79,2647.9085166412824
다마6310,63,79,3196.5480325629883
다마6311,63,80,3188.7005746832087
다마6312,63,80,2684.1232667800796
다마6313,63,80,2498.2441969421857
다마6314,63,80,2697.7639674071647
다마6315,63,80,3211.6408236484954
다마6316,63,81,3313.289900379593
다마6317,62,81,2772.7660524707467
다마6318,62,81,2524.402653503036
다마6319,62,81,2656.4988108960506
다마6320,62,81,3121.1156831445855
다마6321,62,82,3307.0368051846867
다마6322,62,82,2729.1249008079208
다마6323,62,82,2441.2605386507907
다마6324,62,82,2543.8913716857596
다마6325,62,82,2997.1675969656685
다마6326,62,83,3302.0468991806874
다마6327,62,83,2690.905732596293
다마6328,62,83,2361.8707837327584
다마6329,62,83,2432.2609926529667
다마6330,62,83,2872.8650288017357
다마6331,62,84,3302.3178305208535
다마6332,62,84,2658.415783755055
다마6333,62,84,2286.710717353652
다마6334,62,84,2321.8349059315356
다마6335,62,84,2748.2337520567917
다마6336,62,85,3307.9066262404835
다마6337,62,85,2631.941551742215
다마6338,62,85,2216.3001637072393
다마6339,62,85,2212.884203818685
다마6340,62,85,2623.3045159439216
다마6341,62,85,3296.4521333144353
다마6342,62,86,2611.7410672555975
다마6343,62,86,2151.197956486
다마6344,62,86,2105.7335761177565
다마6345,62,86,2498.1143166776433
다마6346,62,86,3169.706040753613
다마6347,62,87,2598.036347232287
다마6348,62,87,2091.9950078997913
다마6349,62,87,2000.7731916974517
다마6350,62,87,2372.7080764714333
다마6351,62,87,3042.4322289395914
다마6352,62,88,2591.006527503369
다마6353,62,88,2039.3031347704243
다마6354,62,88,1898.4729983341595
다마6355,62,88,2247.140889068442
다마6356,62,88,2914.6328457016198
다마6357,62,89,2590.7821822053093
다마6358,62,89,1993.7390782330217
다마6359,62,89,1799.3995411009787
다마6360,62,89,2121.4810640105575
다마6361,62,89,2786.3103024243946
다마6362,62,90,2597.4412826100556
다마6363,62,90,1955.903645596647
다마6364,62,90,1704.2349970322573
다마6365,62,90,1995.8143148501622
다마6366,62,90,2657.4673344393354
다마6367,62,91,2611.0071305947035
다마6368,62,91,1926.3566725773399
다마6369,62,91,1613.797330506558
다마6370,62,91,1870.2496137994374
다마6371,62,91,2528.1070807787787
다마6372,62,92,2631.448434459395
다마6373,62,92,1905.5894775192376
다마6374,62,92,1529.0590735629812
다마6375,62,92,1744.9275182822134
다마6376,62,92,2398.233190845245
다마6377,62,93,2658.681501869918
다마6378,62,93,1893.997456988624
다마6379,62,93,1451.1600207328845
다마6380,62,93,1620.0322356260558
다마6381,62,93,2267.8499692796363
다마6382,62,94,2692.574337288609
다마6383,62,94,1891.8561477957282
다마6384,62,94,1381.4060974528059
다마6385,62,94,1495.8094558489356
다마6386,62,94,2136.962575791721
다마6387,62,95,2732.9522778753976
다마6388,62,95,1899.3041350507845
다마6389,62,95,1321.2434452808814
다마6390,62,95,1372.593270409839
다마6391,62,95,2005.5773059772746
다마6392,62,96,2779.6047040310486
다마6393,62,96,1916.335441304639
다마6394,62,96,1272.1952430853364
다마6395,62,96,1250.84769235014
다마6396,62,96,1873.7019940178275
다마6397,62,96,2730.7322049800296
다마6398,62,97,1942.8025798053786
다마6399,62,97,1235.7523649190505
다마6400,63,77,2580.2938440026765
다마6401,63,78,2239.998982567559
다마6402,63,78,1546.7543682816233
다마6403,63,78,1329.399379303627
다마6404,63,78,1772.6128577857755
다마6405,63,78,2552.8435082241213
다마6406,63,79,2361.7084050159447
다마6407,63,79,1668.5821532977727
다마6408,63,79,1410.9097115991176
다마6409,63,79,1788.062086803917
다마6410,63,79,2530.5465493142883
다마6411,63,80,2484.2418950805286
다마6412,63,80,1791.134877545082
다마6413,63,80,1498.2891929943219
다마6414,63,80,1811.512313545982
다마6415,63,80,2513.6195452800443
다마6416,63,81,2607.5560277759946
다마6417,63,81,1914.3737880011258
다마6418,63,81,1590.693421870045
다마6419,63,81,1842.7653471279211
다마6420,63,81,2502.25152348247
다마6421,63,82,2731.614741176705
다마6422,63,82,2038.2690761433855
다마6423,63,82,1687.4129782927894
다마6424,63,82,1881.537746594384
다마6425,63,82,2496.598891373623
다마6426,63,83,2856.3878365120618
다마6427,63,83,2162.797413132499
다마6428,63,83,1787.8573287405245
다마6429,63,83,1927.478924815983
다마6430,63,83,2496.781164477246
다마6431,63,84,2981.8498257212723
다마6432,63,84,2287.940252397058
다마6433,63,84,1891.5371563687142
다마6434,63,84,1980.1906547876067
다마6435,63,84,2502.8777926005296
다마6436,63,85,3107.97903694677
다마6437,63,85,2413.6826355261064
다마6438,63,85,1998.0475559855743
다마6439,63,85,2039.245989801035
다마6440,63,85,2514.9263165864877
다마6441,63,86,3234.756913621666
다마6442,63,86,2540.0123360568628
다마6443,63,86,2107.053166016206
다마6444,63,86,2104.206126195053
다마6445,63,86,2532.9219882607254
다마6446,63,86,3225.4773562548135
다마6447,63,87,2666.919234970386
다마6448,63,87,2218.275541927408
다마6449,63,87,2174.634349487667
다마6450,63,87,2556.818868834857
다마6451,63,87,3216.459373610721
다마6452,63,88,2794.394858073613
다마6453,63,88,2331.4826896873665
다마6454,63,88,2250.1067623104964
다마6455,63,88,2586.5323023846067
다마6456,63,88,3212.0582592416663
다마6457,63,89,2922.4320284520395
다마6458,63,89,2446.480512784602
다마6459,63,89,2330.2199119283396
다마6460,63,89,2621.9425578108735
다마6461,63,89,3212.3575011153935
다마6462,63,90,3051.0246020507925
다마6463,63,90,2563.105878818434
다마6464,63,90,2414.5956948831076
다마6465,63,90,2662.899358493005
다마6466,63,90,3217.4203357933943
다마6467,63,91,3180.1672640986944
다마6468,63,91,2681.2210208717374
다마6469,63,91,2502.884036044017
다마6470,63,91,2709.2269807093494
다마6471,63,91,3227.288826263154
다마6472,63,92,3309.8553707107435
다마6473,62,92,2770.4325945631836
다마6474,62,92,2526.2713937008693
다마6475,62,92,2662.479586446547
다마6476,62,92,3129.78400881879
다마6477,62,93,3306.1626144919514
다마6478,62,93,2729.3497892645323
다마6479,62,93,2442.9468497804937
다마6480,62,93,2546.886010316624
다마6481,62,93,3000.8777696268503
다마6482,62,94,3306.0684891204232
다마6483,62,94,2694.2999047771755
다마6484,62,94,2363.9828888994934
다마6485,62,94,2432.6072887206624
다마6486,62,94,2871.7140079165597
다마6487,62,95,3311.658055244418
다마6488,62,95,2665.5969536188186
다마6489,62,95,2289.920339972247
다마6490,62,95,2319.9274143160806
다마6491,62,95,2742.3331766895103
다마6492,62,96,3322.9628882518755
다마6493,62,96,2643.524459812687
다마6494,62,96,2221.342112903069
다마6495,62,96,2209.185369199557
다마6496,62,96,2612.783804376875
다마6497,62,96,3282.1911006738787
다마6498,62,97,2628.3268033271975
다마6499,62,97,2158.8663294406992
다마6500,63,77,2282.016281185501
다마6501,63,78,1839.933120842162
다마6502,63,78,871.8988032257889
다마6503,63,78,367.50667607697716
다마6504,63,78,1228.7859011462222
다마6505,63,78,2210.15122214529
다마6506,63,79,1939.951830352264
다마6507,63,79,984.841569019085
다마6508,63,79,420.01515216578383
다마6509,63,79,1175.9730184105927
다마6510,63,79,2142.2913788769706
다마6511,63,80,2043.3071799319764
다마6512,63,80,1100.8226868332183
다마6513,63,80,498.51473812902026
다마6514,63,80,1133.676894188545
다마6515,63,80,2078.9251205135133
다마6516,63,81,2149.6062225497108
다마6517,63,81,1219.1330830632444
다마6518,63,81,593.0969873588513
다마6519,63,81,1103.2871786660983
다마6520,63,81,2020.574463068326
다마6521,63,82,2258.51764858776
다마6522,63,82,1339.2997056413165
다마6523,63,82,697.5280883802801
다마6524,63,82,1085.9867248857045
다마6525,63,82,1967.7878186370883
다마6526,63,83,2369.761879895415
다마6527,63,83,1460.9971064598399
다마6528,63,83,808.241129096137
다마6529,63,83,1082.5871329556676
다마6530,63,83,1921.128855157755
다마6531,63,84,2483.1025295581817
다마6532,63,84,1583.995071861958
다마6533,63,84,923.1915310853423
다마6534,63,84,1093.4005754765394
다마6535,63,84,1881.1610866263306
다마6536,63,85,2598.3391824959385
다마6537,63,85,1708.1266575501186
다마6538,63,85,1041.1661006645463
다마6539,63,85,1118.193641599116
다마6540,63,85,1848.428302924506
다마6541,63,86,2715.301366933126
다마6542,63,86,1833.2680901512404
다마6543,63,86,1161.4139087614938
다마6544,63,86,1156.2407381521057
다마6545,63,86,1823.4316608144109
다마6546,63,86,2704.2398929751544
다마6547,63,87,1959.3257720979855
다마6548,63,87,1283.450682833461
다마6549,63,87,1206.4550672627588
다마6550,63,87,1806.6051044382384
다마6551,63,87,2659.343937410242
다마6552,63,88,2086.2276601925923
다마6553,63,88,1406.9522947265295
다마6554,63,88,1267.5502629560046
다마6555,63,88,1798.2915721882885
다마6556,63,88,2619.3551664650245
다마6557,63,89,2213.9174098591316
다마6558,63,89,1531.694563609166
다마6559,63,89,1338.1876455498987
다마6560,63,89,1798.7229117390173
다마6561,63,89,2584.5816009032096
다마6562,63,90,2342.350312043703
다마6563,63,90,1657.5179057994078
다마6564,63,90,1417.0837066878144
다마6565,63,90,1808.0063206400846
다마6566,63,90,2555.3174908783676
다마6567,63,91,2471.4904186904073
다마6568,63,91,1784.305810335771
다마6569,63,91,1503.073371435174
다마6570,63,91,1826.1193539955182
다마6571,63,91,2531.8361380935607
다마6572,63,92,2601.3084729341945
다마6573,63,92,1911.9712920346115
다마6574,63,92,1595.1371952812622
다마6575,63,92,1852.914224127777
다마6576,63,92,2514.382542927848
다마6577,63,93,2731.780394586396
다마6578,63,93,2040.4481071891928
다마6579,63,93,1692.4044528472832
다마6580,63,93,1888.1306061559048
다마6581,63,93,2503.1663028628395
다마6582,63,94,2862.886155546686
다마6583,63,94,2169.684902960693
다마6584,63,94,1794.1426968472215
다마6585,63,94,1931.4148842661666
다마6586,63,94,2498.3552376872985
다마6587,63,95,2994.6089334738076
다마6588,63,95,2299.6412260016436
다마6589,63,95,1899.7412645440825
다마6590,63,95,1982.3430520716531
다마6591,63,95,2500.0702150103634
다마6592,63,96,3126.9344669682955
다마6593,63,96,2430.28474009037
다마6594,63,96,2008.6932755196694
다마6595,63,96,2040.4444202966567
다마6596,63,96,2508.381587701835
다마6597,63,96,3228.086576708159
다마6598,63,97,2561.5892484881974
다마6599,63,97,2120.5785274532645
다마6600,63,77,2399.4333276407788
다마6601,63,78,1937.2951082476457
다마6602,63,78,1062.0574232756167
다마6603,63,78,709.0977395461274
다마6604,63,78,1370.2821746355794
다마6605,63,78,2291.839189825193
다마6606,63,79,1987.249259114528
다마6607,63,79,1075.0160137561274
다마6608,63,79,601.7966781338923
다마6609,63,79,1252.4611985182858
다마6610,63,79,2185.2136888127748
다마6611,63,80,2044.1992735175882
다마6612,63,80,1102.477676025676
다마6613,63,80,502.15872233798274
다마6614,63,80,1135.2839903324873
다마6615,63,80,2079.8019364810666
다마6616,63,81,2107.6682343428597
다마6617,63,81,1143.5663287508967
다마6618,63,81,416.20008463196825
다마6619,63,81,1019.1668522094463
다마6620,63,81,1975.8997026259622
다마6621,63,82,2177.1735906332533
다마6622,63,82,1197.0407579942396
다마6623,63,82,354.581878905218
다마6624,63,82,904.7375538776346
다마6625,63,82,1873.8654631389675
다마6626,63,83,2252.2413863164948
다마6627,63,83,1261.4802574417959
다마6628,63,83,331.7734431716818
다마6629,63,83,792.9784330437789
다마6630,63,83,1774.1352747045928
다마6631,63,84,2332.4167640973806
다마6632,63,84,1335.443812680723
다마6633,63,84,355.882553958403
다마6634,63,84,685.4885904205006
다마6635,63,84,1677.2408363086722
다마6636,63,85,2417.271048204308
다마6637,63,85,1417.5787425841395
다마6638,63,85,419.35624755821453
다마6639,63,85,584.9699422241993
다마6640,63,85,1583.8308003841382
다마6641,63,86,2506.405940049344
다마6642,63,86,1506.6788355228566
다마6643,63,86,508.02705686841733
다마6644,63,86,496.0865525372171
다마6645,63,86,1494.6946994975715
다마6646,63,86,2494.4182932708
다마6647,63,87,1601.7043286948149
다마6648,63,87,611.3468169689097
다마6649,63,87,426.65337766895533
다마6650,63,87,1410.7874675990847
다마6651,63,87,2408.030201802492
다마6652,63,88,1701.7782104249277
다마6653,63,88,723.3380862091108
다마6654,63,88,387.7974941180617
다마6655,63,88,1333.2500912911416
다마6656,63,88,2324.806382349168
다마6657,63,89,1806.170433384521
다마6658,63,89,840.779146354699
다마6659,63,89,389.31672383477735
다마6660,63,89,1263.4181611683252
다마6661,63,89,2245.1911696963493
다마6662,63,90,1914.2776304244042
다마6663,63,90,961.8832933665565
다마6664,63,90,431.2540942091028
다마6665,63,90,1202.8053531168437
다마6666,63,90,2169.6777044531186
다마6667,63,91,2025.602614461187
다마6668,63,91,1085.609638328393
다마6669,63,91,504.014505695037
다마6670,63,91,1153.0450802421042
다마6671,63,91,2098.8080646381245
다마6672,63,92,2139.735723797616
다마6673,63,92,1211.320526492051
다마6674,63,92,596.7628239981522
다마6675,63,92,1115.7752095792055
다마6676,63,92,2033.1706196275782
다마6677,63,93,2256.3387709414505
다마6678,63,93,1338.6071130615314
다마6679,63,93,701.9069432797202
다마6680,63,93,1092.464054744884
다마6681,63,93,1973.393540273958
다마6682,63,94,2375.131669681878
다마6683,63,94,1467.196608106935
다마6684,63,94,814.9118512791205
다마6685,63,94,1084.2032853066955
다마6686,63,94,1920.1333814046618
다마6687,63,95,2495.8815022159124
다마6688,63,95,1596.9006158771329
다마6689,63,95,933.1445123205586
다마6690,63,95,1091.5245232055854
다마6691,63,95,1874.05786694125
다마6692,63,96,2618.393676934062
다마6693,63,96,1727.5850788340633
다마6694,63,96,1055.0426350683263
다마6695,63,96,1114.3068334232444
다마6696,63,96,1835.8225612012614
다마6697,63,96,2738.395375656587
다마6698,63,97,1859.1520871466912
다마6699,63,97,1179.6441396740913
다마6700,63,77,2882.180126222318
다마6701,63,78,2474.039365836473
다마6702,63,78,1869.6856467339962
다마6703,63,78,1694.278032525272
다마6704,63,78,2060.444535868969
다마6705,63,78,2760.486428020771
다마6706,63,79,2476.8742664122824
다마6707,63,79,1827.9512968337683
다마6708,63,79,1596.2160742133656
다마6709,63,79,1937.6288518594065
다마6710,63,79,2638.352777688927
다마6711,63,80,2486.4426613413198
다마6712,63,80,1794.186017229887
다마6713,63,80,1501.9353583654606
다마6714,63,80,1814.5291887962355
다마6715,63,80,2515.794612697679
다마6716,63,81,2502.7432669156183
다마6717,63,81,1768.9551781450868
다마6718,63,81,1412.331754398084
다마6719,63,81,1691.200622834566
다마6720,63,81,2392.830564179352
다마6721,63,82,2525.7212273961272
다마6722,63,82,1752.7377017306183
다마6723,63,82,1328.4995986512233
다마6724,63,82,1567.7158276183195
다마6725,63,82,2269.4833440044285
다마6726,63,83,2555.2712492156757
다마6727,63,83,1745.8958544961422
다마6728,63,83,1251.75617131508
다마6729,63,83,1444.1726663055085
다마6730,63,83,2145.7809458988436
다마6731,63,84,2591.242510956231
다마6732,63,84,1748.6508988278604
다마6733,63,84,1183.6478282648993
다마6734,63,84,1320.706022073399
다마6735,63,84,2021.758297157618
다마6736,63,85,2633.4449175328964
다마6737,63,85,1761.068512187848
다마6738,63,85,1125.9185030716908
다마6739,63,85,1197.506846117747
다마6740,63,85,1897.4595693817957
다마6741,63,86,2681.6561970842517
다마6742,63,86,1783.0564591336545
다마6743,63,86,1080.4169165447756
다마6744,63,86,1074.8539857366654
다마6745,63,86,1772.9414733013243
다마6746,63,86,2670.4553628266744
다마6747,63,87,1814.3748322527094
다마6748,63,87,1048.9252623377693
다마6749,63,87,953.1696491331794
다마6750,63,87,1648.278057272795
다마6751,63,87,2554.4292372554164
다마6752,63,88,1854.6569237466754
다마6753,63,88,1032.9187839733916
다마6754,63,88,833.1207138036236
다마6755,63,88,1523.567863028178
다마6756,63,88,2438.939921920144
다마6757,63,89,1903.4371466343437
다마6758,63,89,1033.3106549823242
다마6759,63,89,715.8134171783229
다마6760,63,89,1398.9448833764022
다마6761,63,89,2324.15677725009
다마6762,63,90,1960.181804924051
다마6763,63,90,1050.2729797865557
다마6764,63,90,603.1865016594385
다마6765,63,90,1274.595849474873
다마6766,63,90,2210.283964383987
다마6767,63,91,2024.3189011975132
다마6768,63,91,1083.2125132516776
다마6769,63,91,498.83031582345126
다마6770,63,91,1150.7884336853722
다마6771,63,91,2097.5691536212917
다마6772,63,92,2095.2642229638213
다마6773,63,92,1130.9114086600496
다마6774,63,92,409.62063478629534
다마6775,63,92,1027.9190214447817
다마6776,63,92,1986.3146691431516
다마6777,63,93,2172.442214251174
다마6778,63,93,1191.767396829556
다마6779,63,93,348.0141980311276
다마6780,63,93,906.5970637039376
다마6781,63,93,1876.8917363028572
다마6782,63,94,2255.3012563803463
다마6783,63,94,1264.040820363582
다마6784,63,94,330.4763744356105
다마6785,63,94,787.800782288755
다마6786,63,94,1769.758602490589
다마6787,63,95,2343.3237680196867
다마6788,63,95,1346.0436046618956
다마6789,63,95,364.00616689336067
다마6790,63,95,673.1772377476859
다마6791,63,95,1665.4833224343051
다마6792,63,96,2436.0319649180005
다마6793,63,96,1436.250845536418
다마6794,63,96,437.4714259307646
다마6795,63,96,565.6376982731235
다마6796,63,96,1564.7717925977379
다마6797,63,97,2532.990263539902
다마6798,63,97,1533.3471519240088
다마6799,63,97,535.0395325945532
다마6800,64,77,3318.514233721563
다마6801,64,78,2972.055903477283
다마6802,64,78,2527.872907698802
다마6803,64,78,2438.6813202140665
다마6804,64,78,2739.3779815214343
다마6805,64,78,3325.8407763643577
다마6806,64,79,3095.581726630872
다마6807,64,79,2640.337663238965
다마6808,64,79,2521.93174483082
다마6809,64,79,2783.6839754635675
다마6810,64,79,3337.3122756074054
다마6811,63,80,3191.558169049465
다마6812,63,80,2687.517423703801
다마6813,63,80,2501.8905369733216
다마6814,63,80,2701.140983969884
다마6815,63,80,3214.478024744754
다마6816,63,81,3175.7176093168255
다마6817,63,81,2636.410608444714
다마6818,63,81,2411.667360668689
다마6819,63,81,2584.8825932157024
다마6820,63,81,3089.8376305081774
다마6821,63,82,3165.1936107113424
다마6822,63,82,2590.6123457276344
다마6823,63,82,2324.6707419299123
다마6824,63,82,2469.1933482280197
다마6825,63,82,2964.7491501781446
다마6826,63,83,3160.0998484066345
다마6827,63,83,2550.4847048312618
다마6828,63,83,2241.364184432504
다마6829,63,83,2354.24182804897
다마6830,63,83,2839.2245002137347
다마6831,63,84,3160.523301564317
다마6832,63,84,2516.376314289208
다마6833,63,84,2162.265471791211
다마6834,63,84,2240.230833169921
다마6835,63,84,2713.277796553447
다마6836,63,85,3166.522532190942
다마6837,63,85,2488.613091224229
다마6838,63,85,2087.9476259600688
다마6839,63,85,2127.4058051279176
다마6840,63,85,2586.9259035835644
다마6841,63,86,3178.126678155876
다마6842,63,86,2467.48851253739
다마6843,63,86,2019.0368834178973
다마6844,63,86,2016.0655529272183
다마6845,63,86,2460.189157523788
다마6846,63,86,3168.6812821575286
다마6847,63,87,2453.25402420222
다마6848,63,87,1956.2064004911902
다마6849,63,87,1906.5758981433205
다마6850,63,87,2333.092331957593
다마6851,63,87,3041.645607807989
다마6852,63,88,2446.1102861739273
다마6853,63,88,1900.1643196338262
다마6854,63,88,1799.3869375687573
다마6855,63,88,2205.66594491928
다마6856,63,88,2914.1261417550627
다마6857,63,89,2446.1999730076354
다마6858,63,89,1851.6350197744325
다마6859,63,89,1695.0546259538573
다마6860,63,89,2077.9480560110446
다마6861,63,89,2786.1310202487944
다마6862,63,90,2453.6027735490006
다마6863,63,90,1811.3329881835004
다마6864,63,90,1594.2671726521216
다마6865,63,90,1949.986779829702
다마6866,63,90,2657.6698563262203
다마6867,63,91,2468.3330560884647
다마6868,63,91,1779.929889321073
다마6869,63,91,1497.876078324918
다마6870,63,91,1821.8438684853168
다마6871,63,91,2528.7541233297184
다마6872,63,92,2490.340410540026
다마6873,63,92,1758.0170108886705
다마6874,63,92,1406.9300838276242
다마6875,63,92,1693.59992648337
다마6876,63,92,2399.397666329978
다마6877,63,93,2519.512988509389
다마6878,63,93,1746.0670242441624
다마6879,63,93,1322.7072265010943
다마6880,63,93,1565.3621820280348
다마6881,63,93,2269.6173939254436
다마6882,63,94,2555.683287446962
다마6883,63,94,1744.4003279781793
다마6884,63,94,1246.7349127882192
다마6885,63,94,1437.2763760946316
다마6886,63,94,2139.434228901273
다마6887,63,95,2598.6358133506137
다마6888,63,95,1753.161485520833
다마6889,63,95,1180.7803767842777
다마6890,63,95,1309.5454944689889
다마6891,63,95,2008.874437581711
다마6892,63,96,2648.115937944605
다마6893,63,96,1772.3100118201824
다마6894,63,96,1126.7863751394386
다마6895,63,96,1182.4602709612261
다마6896,63,96,1877.9715252376743
다마6897,63,97,2703.839248246743
다마6898,63,97,1801.6271793811948
다마6899,63,97,1086.7264175543764
다마6900,64,77,2711.1643919491535
다마6901,64,78,2233.308290543688
