다사6551,126.7,295.6
다사6753,119.5,278.9
다사6854,97.3,226.8
다사7460,317.8,741.5
다사8369,176.1,410.7
다사3722,177.7,414.6
다사3924,175.0,408.2
다사4025,142.5,332.4
다사4227,164.2,383.0
다사4631,121.2,282.8
다사4833,55.3,93.7
다사6247,69.2,161.4
다사6348,57.6,122.5
다사6853,200.8,468.4
다사6954,13.6,14.8
다사7257,103.7,241.8
다사7560,258.6,603.2
다사7661,80.6,188.0
다사8368,158.5,369.8
다사3923,142.5,332.4
다사4024,183.4,428.0
다사4226,161.3,376.4
다사4327,119.8,279.5
다사4428,132.1,308.1
다사4933,39.9,54.7
다사6953,66.3,154.5
다사7256,180.7,421.5
다사7357,153.1,357.0
다사3922,143.5,334.9
다사4023,58.1,133.5
다사4225,114.6,267.4
다사4326,48.2,97.5
다사4932,56.8,123.1
다사5033,60.0,101.8
다사5134,52.8,115.2
다사5538,81.5,190.3
다사5639,123.2,287.6
다사5942,97.0,226.4
다사6043,81.5,190.1
다사6144,91.6,213.6
다사6245,96.2,224.5
다사6649,53.0,77.9
다사6750,95.9,223.7
다사7255,42.3,89.4
다사8467,196.2,457.9
다사4022,107.9,251.7
다사4123,142.3,332.1
다사4224,81.9,191.0
다사4931,26.1,47.6
다사5032,61.5,139.4
다사5133,39.1,62.0
다사5234,41.7,91.0
다사5436,213.6,498.3
다사5537,200.6,468.0
다사5638,157.6,367.7
다사5739,131.5,306.8
다사5840,124.5,290.4
다사5941,108.1,252.2
다사6042,77.1,179.8
다사6345,109.5,255.5
다사6648,73.5,171.4
다사7355,162.5,379.1
다사8466,206.4,481.4
다사4122,132.9,310.1
다사4829,77.7,181.2
다사4930,44.1,98.8
다사5031,60.2,140.5
다사5132,43.5,93.1
다사5233,41.7,79.5
다사5334,62.4,136.2
다사5435,113.7,265.3
다사5536,103.0,240.2
다사5637,311.9,727.7
다사5738,77.7,181.3
다사5940,73.6,171.8
다사6445,114.0,266.1
다사6647,60.9,142.1
다사6748,102.8,239.8
다사6849,140.7,328.3
다사7455,150.5,351.1
다사8364,164.7,384.2
다사8465,65.8,153.6
다사8566,249.3,581.3
다사4828,170.2,397.1
다사4929,164.3,383.4
다사5030,108.2,252.4
다사5131,47.7,105.3
다사5232,18.6,30.5
다사5333,63.9,149.0
다사5535,94.1,219.5
다사5939,135.8,316.9
다사6747,69.2,161.3
다사6848,105.2,245.3
다사6949,253.6,591.6
다사7252,226.3,527.9
다사8161,72.0,151.1
다사8464,102.7,239.6
다사8565,215.4,502.4
다사4928,89.5,208.9
다사5029,113.3,264.2
다사5231,39.0,67.6
다사5332,30.9,63.5
다사5433,51.6,95.3
다사6746,101.0,235.6
다사6948,232.9,543.3
다사7251,359.2,838.0
다사7352,105.8,246.8
다사7453,106.7,248.7
다사7554,123.7,288.3
다사7655,173.1,403.9
다사8665,146.9,342.6
다사5028,160.7,374.9
다사5129,100.7,234.9
다사5230,40.4,81.5
다사5331,131.1,305.9
다사5432,88.1,205.5
다사6947,181.5,423.3
다사7149,247.7,577.9
다사7250,40.5,59.7
다사7351,92.4,215.6
다사7553,100.5,234.1
다사7654,159.9,373.0
다사7755,165.1,385.1
다사7856,355.2,828.7
다사8260,123.3,287.3
다사8765,182.7,426.3
다사4623,226.0,527.2
다사4926,55.2,124.0
다사5027,108.8,253.8
다사5128,112.5,262.5
다사5532,62.9,146.6
다사6845,140.0,326.7
다사6946,134.8,314.4
다사7047,253.6,591.5
다사7148,108.7,253.5
다사7249,76.7,110.9
다사7350,216.6,505.4
다사7855,230.7,538.2
다사7956,226.9,529.5
다사8259,187.3,437.0
다사4521,134.1,312.8
